Bab,Fasl,Madda,Text,Bab_name,fasl_name
3,1,59,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٥٩)
الحياة الآمنة حق لكل إنسان، وتلتزم الدولة بتوفير الأمن والطمأنينة لمواطنيها، ولكل مقيم على أراضيها.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,60,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٠)
لجسد الإنسان حرمة، والاعتداء عليه، أو تشويهه، أو التمثيل به، جريمة يعاقب عليها القانون. ويحظر الاتجار بأعضائه، ولا يجوز إجراء أية تجربة طبية، أو علمية عليه بغير رضاه الحر الموثق، ووفقا للأسس المستقرة فى مجال العلوم الطبية، على النحو الذى ينظمه القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,61,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦١)
     التبرع بالأنسجة والأعضاء هبة للحياة، ولكل إنسان الحق فى التبرع بأعضاء جسده فى أثناء حياته أو بعد مماته بموجب موافقة أو وصية موثقة، وتلتزم الدولة بإنشاء آلية لتنظيم قواعد التبرع بالأعضاء وزراعتها وفقا للقانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,62,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٢)
حرية التنقل، والإقامة، والهجرة مكفولة.

ولا يجوز إبعاد أى مواطن عن إقليم الدولة، ولا منعه من العودة إليه.

ولا يكون منعه من مغادرة إقليم الدولة، أو فرض الإقامة الجبرية عليه، أو حظر الإقامة فى جهة معينة عليه، إلا بأمر قضائى مسبب ولمدة محددة، وفى الأحوال المبينة فى القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,63,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٣)
يحظر التهجير القسرى التعسفى للمواطنين بجميع صوره وأشكاله، ومخالفة ذلك جريمة لا تسقط بالتقادم.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,64,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٤)
حرية الاعتقاد مطلقة.

وحرية ممارسة الشعائر الدينية وإقامة دور العبادة لأصحاب الأديان السماوية، حق ينظمه القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,65,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٥)
حرية الفكر والرأى مكفولة.

ولكل إنسان حق التعبير عن رأيه بالقول، أو الكتابة، أو التصوير، أو غير ذلك من وسائل التعبير والنشر",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,66,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٦)
حرية البحث العلمى مكفولة، وتلتزم الدولة برعاية الباحثين والمخترعين وحماية ابتكاراتهم والعمل على تطبيقها.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,67,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٧)
حرية الإبداع الفنى والأدبى مكفولة، وتلتزم الدولة بالنهوض بالفنون والآداب، ورعاية المبدعين وحماية إبداعاتهم، وتوفير وسائل التشجيع اللازمة لذلك.

ولا يجوز رفع أو تحريك الدعاوى لوقف أو مصادرة الأعمال الفنية والأدبية والفكرية أو ضد مبدعيها إلا عن طريق النيابة العامة، ولا توقع عقوبة سالبة للحرية فى الجرائم التى ترتكب بسبب علانية المنتج الفنى أو الأدبى أو الفكرى، أما الجرائم المتعلقة بالتحريض على العنف أو التمييز بين المواطنين أو الطعن فى أعراض الأفراد، فيحدد القانون عقوباتها.

وللمحكمة فى هذه الأحوال إلزام المحكوم عليه بتعويض جزائى للمضرور من الجريمة، إضافة إلى التعويضات الأصلية المستحقة له عما لحقه من أضرار منها، وذلك كله وفقاً للقانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,68,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٨)
المعلومات والبيانات والإحصاءات والوثائق الرسمية ملك للشعب، والإفصاح عنها من مصادرها المختلفة، حق تكفله الدولة لكل مواطن، وتلتزم الدولة بتوفيرها وإتاحتها للمواطنين بشفافية، وينظم القانون ضوابط الحصول عليها وإتاحتها وسريتها، وقواعد إيداعها وحفظها، والتظلم من رفض إعطائها، كما يحدد عقوبة حجب المعلومات أو إعطاء معلومات مغلوطة عمداً.

وتلتزم مؤسسات الدولة بإيداع الوثائق الرسمية بعد الانتهاء من فترة العمل بها بدار الوثائق القومية، وحمايتها وتأمينها من الضياع أو التلف، وترميمها ورقمنتها، بجميع الوسائل والأدوات الحديثة، وفقاً للقانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,69,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٦٩)
تلتزم الدولة بحماية حقوق الملكية الفكرية بشتى أنواعها فى كافة المجالات، وتُنشئ جهازاً مختصاً لرعاية تلك الحقوق وحمايتها القانونية، وينظم القانون ذلك.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,70,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٠)
حرية الصحافة والطباعة والنشر الورقى والمرئى والمسموع والإلكترونى مكفولة، وللمصريين من أشخاص طبيعية أو اعتبارية، عامة أو خاصة، حق ملكية وإصدار الصحف وإنشاء وسائل الإعلام المرئية والمسموعة، ووسائط الإعلام الرقمى.

وتصدر الصحف بمجرد الإخطار على النحو الذى ينظمه القانون. وينظم القانون إجراءات إنشاء وتملك محطات البث الإذاعى والمرئى والصحف الإلكترونية.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,71,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧١)
يحظر بأى وجه فرض رقابة على الصحف ووسائل الإعلام المصرية أو مصادرتها أو وقفها أو إغلاقها. ويجوز استثناء فرض رقابة محددة عليها فى زَمن الحرب أو التعبئة العامة.

ولا توقع عقوبة سالبة للحرية فى الجرائم التى ترتكب بطريق النشر أو العلانية، أما الجرائم المتعلقة بالتحريض على العنف أو بالتمييز بين المواطنين أو بالطعن فى أعراض الأفراد، فيحدد عقوباتها القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,72,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٢)
تلتزم الدولة بضمان استقلال المؤسسات الصحفية ووسائل الإعلام المملوكة لها، بما يكفل حيادها، وتعبيرها عن كل الآراء والاتجاهات السياسية والفكرية والمصالح الاجتماعية، ويضمن المساواة وتكافؤ الفرص فى مخاطبة الرأى العام.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,73,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٣)
للمواطنين حق تنظيم الاجتماعات العامة، والمواكب والتظاهرات، وجميع أشكال الاحتجاجات السلمية، غير حاملين سلاحًا من أي نوع، بإخطار على النحو الذي ينظمه القانون.

وحق الاجتماع الخاص سلمياً مكفول، دون الحاجة إلى إخطار سابق، ولا يجوز لرجال الأمن حضوره أو مراقبته، أو التنصت عليه.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,74,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٤)
للمواطنين حق تكوين الأحزاب السياسية، بإخطار ينظمه القانون. ولا يجوز مباشرة أى نشاط سياسى، أو قيام أحزاب سياسية على أساس دينى، أو بناء على التفرقة بسبب الجنس أو الأصل أو على أساس طائفى أو جغرافى، أو ممارسة نشاط معاد لمبادئ الديمقراطية، أو سرى، أو ذى طابع عسكرى أو شبه عسكرى.

ولا يجوز حل الأحزاب إلا بحكم قضائى.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,75,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٥)
للمواطنين حق تكوين الجمعيات والمؤسسات الأهلية على أساس ديمقراطى، وتكون لها الشخصية الاعتبارية بمجرد الإخطار.

وتمارس نشاطها بحرية، ولا يجوز للجهات الإدارية التدخل فى شئونها، أو حلها أو حل مجالس إداراتها أو مجالس أمنائها إلا بحكم قضائى.

ويحظر إنشاء أو استمرار جمعيات أو مؤسسات أهلية يكون نظامها أو نشاطها سرياً أو ذا طابع عسكرى أو شبه عسكرى، وذلك كله على النحو الذى ينظمه القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,76,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٦)
إنشاء النقابات والاتحادات على أساس ديمقراطى حق يكفله القانون. وتكون لها الشخصية الاعتبارية، وتمارس نشاطها بحرية، وتسهم فى رفع مستوى الكفاءة بين أعضائها والدفاع عن حقوقهم، وحماية مصالحهم.

وتكفل الدولة استقلال النقابات والاتحادات، ولا يجوز حل مجالس إدارتها إلا بحكم قضائى، ولا يجوز إنشاء أى منها بالهيئات النظامية.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,77,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٧)
ينظم القانون إنشاء النقابات المهنية وإدارتها على أساس ديمقراطى، ويكفل استقلالها ويحدد مواردها، وطريقة قيد أعضائها، ومساءلتهم عن سلوكهم فى ممارسة نشاطهم المهنى، وفقاً لمواثيق الشرف الأخلاقية والمهنية.
ولا تنشأ لتنظيم المهنة سوى نقابة واحدة. ولا يجوز فرض الحراسة عليها أو تدخل الجهات الإدارية فى شئونها، كما لا يجوز حل مجالس إدارتها إلا بحكم قضائى، ويؤخذ رأيها فى مشروعات القوانين المتعلقة بها.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,78,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٨)
تكفل الدولة للمواطنين الحق فى المسكن الملائم والآمن والصحى، بما يحفظ الكرامة الإنسانية ويحقق العدالة الاجتماعية.
وتلتزم الدولة بوضع خطة وطنية للإسكان تراعى الخصوصية البيئية، وتكفل إسهام المبادرات الذاتية والتعاونية فى تنفيذها، وتنظيم استخدام أراضى الدولة ومدها بالمرافق الأساسية فى إطار تخطيط عمرانى شامل للمدن والقرى وإستراتجية لتوزيع السكان، بما يحقق الصالح العام وتحسين نوعية الحياة للمواطنين ويحفظ حقوق الأجيال القادمة.
كما تلتزم الدولة بوضع خطة قومية شاملة لمواجهة مشكلة العشوائيات تشمل إعادة التخطيط وتوفير البنية الأساسية والمرافق، وتحسين نوعية الحياة والصحة العامة، كما تكفل توفير الموارد اللازمة للتنفيذ خلال مدة زمنية محددة.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,79,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٧٩)
لكل مواطن الحق فى غذاء صحى وكاف، وماء نظيف، وتلتزم الدولة بتأمين الموارد الغذائية للمواطنين كافة. كما تكفل السيادة الغذائية بشكل مستدام، وتضمن الحفاظ على التنوع البيولوجى الزراعى وأصناف النباتات المحلية للحفاظ على حقوق الأجيال.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,80,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٠)
يعد طفلا كل من لم يبلغ الثامنة عشرة من عمره، ولكل طفل الحق فى اسم وأوراق ثبوتية، وتطعيم إجبارى مجانى، ورعاية صحية وأسرية أو بديلة، وتغذية أساسية، ومأوى آمن، وتربية دينية، وتنمية وجدانية ومعرفية.
وتكفل الدولة حقوق الأطفال ذوى الإعاقة وتأهيلهم واندماجهم فى المجتمع.
وتلتزم الدولة برعاية الطفل وحمايته من جميع أشكال العنف والإساءة وسوء المعاملة والاستغلال الجنسى والتجارى.
لكل طفل الحق فى التعليم المبكر فى مركز للطفولة حتى السادسة من عمره، ويحظر تشغيل الطفل قبل تجاوزه سن إتمام التعليم الاساسي، كما يحظر تشغيله فى الأعمال التى تعرضه للخطر.
كما تلتزم الدولة بإنشاء نظام قضائى خاص بالأطفال المجنى عليهم، والشهود. ولا يجوز مساءلة الطفل جنائيا أو احتجازه إلا وفقا للقانون وللمدة المحددة فيه. وتوفر له المساعدة القانونية، ويكون احتجازه فى أماكن مناسبة ومنفصلة عن أماكن احتجاز البالغين.
وتعمل الدولة على تحقيق المصلحة الفضلى للطفل فى كافة الإجراءات التى تتخذ حياله.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,81,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨١)
تلتزم الدولة بضمان حقوق الأشخاص ذوى الإعاقة والأقزام، صحيا واقتصاديا واجتماعيا وثقافيا وترفيهيا ورياضيا وتعليميا، وتوفير فرص العمل لهم، مع تخصيص نسبة منها لهم، وتهيئة المرافق العامة والبيئة المحيطة بهم، وممارستهم لجميع الحقوق السياسية، ودمجهم مع غيرهم من المواطنين، إعمالاً لمبادئ المساواة والعدالة وتكافؤ الفرص.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,82,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٢)
تكفل الدولة رعاية الشباب والنشء، وتعمل على اكتشاف مواهبهم، وتنمية قدراتهم الثقافية والعلمية والنفسية والبدنية والإبداعية، وتشجيعهم على العمل الجماعى والتطوعى، وتمكينهم من المشاركة فى الحياة العامة.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,83,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٣)
تلتزم الدولة بضمان حقوق المسنين صحياً، واقتصادياً، واجتماعياً، وثقافياً، وترفيهياً وتوفير معاش مناسب يكفل لهم حياة كريمة، وتمكينهم من المشاركة فى الحياة العامة. وتراعى الدولة فى تخطيطها للمرافق العامة احتياجات المسنين، كما تشجع منظمات المجتمع المدنى على المشاركة فى رعاية المسنين.
وذلك كله على النحو الذى ينظمه القانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,84,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٤)
ممارسة الرياضة حق للجميع، وعلى مؤسسات الدولة والمجتمع اكتشاف الموهوبين رياضياً ورعايتهم، واتخاذ ما يلزم من تدابير لتشجيع ممارسة الرياضة.
وينظم القانون شئون الرياضة والهيئات الرياضية الأهلية وفقا للمعايير الدولية، وكيفية الفصل فى المنازعات الرياضية.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,85,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٥)
لكل فرد حق مخاطبة السلطات العامة كتابة وبتوقيعه، ولا تكون مخاطبتها باسم الجماعات إلا للأشخاص الاعتبارية.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,86,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٦)
الحفاظ على الأمن القومى واجب، والتزام الكافة بمراعاته مسئولية وطنية، يكفلها القانون.
والدفاع عن الوطن، وحماية أرضه شرف وواجب مقدس، والتجنيد إجبارى وفقًا للقانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,87,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٧)
مشاركة المواطن فى الحياة العامة واجب وطنى، ولكل مواطن حق الانتخاب والترشح وإبداء الرأى في الاستفتاء، وينظم القانون مباشرة هذه الحقوق، ويجوز الإعفاء من أداء هذا الواجب فى حالات محددة يبينها القانون.
وتلتزم الدولة بإدراج اسم كل مواطن بقاعدة بيانات الناخبين دون طلب منه، متى توافرت فيه شروط الناخب، كما تلتزم بتنقية هذه القاعدة بصورة دورية وفقا للقانون. وتضمن الدولة سلامة إجراءات الاستفتاءات والانتخابات وحيدتها ونزاهتها، ويحظر استخدام المال العام والمصالح الحكومية والمرافق العامة ودور العبادة ومؤسسات قطاع الأعمال والجمعيات والمؤسسات الأهلية فى الأغراض السياسية أو الدعاية الانتخابية.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,88,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٨)
تلتزم الدولة برعاية مصالح المصريين المقيمين بالخارج، وحمايتهم وكفالة حقوقهم وحرياتهم، وتمكينهم من أداء واجباتهم العامة نحو الدولة والمجتمع وإسهامهم فى تنمية الوطن.

وينظم القانون مشاركتهم فى الانتخابات والاستفتاءات، بما يتفق والأوضاع الخاصة بهم، دون التقيد فى ذلك بأحكام الاقتراع والفرز وإعلان النتائج المقررة بهذا الدستور، وذلك كله مع توفير الضمانات التى تكفل نزاهة عملية الانتخاب أو الاستفتاء وحيادها.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,89,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٨٩)
تُحظر كل صور العبودية والاسترقاق والقهر والاستغلال القسرى للإنسان، وتجارة الجنس، وغيرها من أشكال الاتجار فى البشر، ويجرم القانون كل ذلك.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,90,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٩٠)
تلتزم الدولة بتشجيع نظام الوقف الخيرى لإقامة ورعاية المؤسسات العلمية، والثقافية، والصحية، والاجتماعية وغيرها، وتضمن استقلاله، وتدار شئونه وفقا لشروط الواقف، وينظم القانون ذلك.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,91,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٩١)
للدولة أن تمنح حق اللجوء السياسى لكل أجنبى اضطهد بسبب الدفاع عن مصالح الشعوب أو حقوق الإنسان أو السلام أو العدالة.
وتسليم اللاجئين السياسيين محظور، وذلك كله وفقًا للقانون.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,92,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٩٢)
الحقوق والحريات اللصيقة بشخص المواطن لا تقبل تعطيلًا ولا انتقاصًا.
ولا يجوز لأى قانون ينظم ممارسة الحقوق والحريات أن يقيدها بما يمس أصلها وجوهرها.",الباب الثالث: الحقوق والحريات والواجبات العامة,
3,1,93,"الباب الثالث: الحقوق والحريات والواجبات العامة

مادة (٩٣)
تلتزم الدولة بالاتفاقيات والعهود والمواثيق الدولية لحقوق الإنسان التى تصدق عليها مصر، وتصبح لها قوة القانون بعد نشرها وفقاً للأوضاع المقررة.",الباب الثالث: الحقوق والحريات والواجبات العامة,
4,1,94,"الباب الرابع: سيادة القانون

مادة (٩٤)
سيادة القانون أساس الحكم فى الدولة.
وتخضع الدولة للقانون، واستقلال القضاء، وحصانته، وحيدته، ضمانات أساسية لحماية الحقوق والحريات.",الباب الرابع: سيادة القانون,
4,1,95,"الباب الرابع: سيادة القانون

مادة (٩٥)
العقوبة شخصية، ولا جريمة ولا عقوبة إلا بناء على قانون، ولا توقع عقوبة إلا بحكم قضائى، ولا عقاب إلا على الأفعال اللاحقة لتاريخ نفاذ القانون.",الباب الرابع: سيادة القانون,
4,1,96,"الباب الرابع: سيادة القانون

مادة (٩٦)
المتهم برئ حتى تثبت إدانته فى محاكمة قانونية عادلة، تكفل له فيها ضمانات الدفاع عن نفسه.
وينظم القانون استئناف الأحكام الصادرة فى الجنايات.
وتوفر الدولة الحماية للمجنى عليهم والشهود والمتهمين والمبلغين عند الاقتضاء، وفقاً للقانون.",الباب الرابع: سيادة القانون,
4,1,97,"الباب الرابع: سيادة القانون

مادة (٩٧)
التقاضى حق مصون ومكفول للكافة. وتلتزم الدولة بتقريب جهات التقاضى، وتعمل على سرعة الفصل فى القضايا، ويحظر تحصين أى عمل أو قرار إدارى من رقابة القضاء، ولا يحاكم شخص إلا أمام قاضيه الطبيعى، والمحاكم الاستثنائية محظورة.",الباب الرابع: سيادة القانون,
4,1,98,"الباب الرابع: سيادة القانون

مادة (٩٨)
حق الدفاع أصالة أو بالوكالة مكفول. واستقلال المحاماة وحماية حقوقها ضمان لكفالة حق الدفاع.
ويضمن القانون لغير القادرين ماليًا وسائل الالتجاء إلى القضاء، والدفاع عن حقوقهم.",الباب الرابع: سيادة القانون,
4,1,99,"الباب الرابع: سيادة القانون

مادة (٩٩)
كل اعتداء على الحرية الشخصية أو حرمة الحياة الخاصة للمواطنين، وغيرها من الحقوق والحريات العامة التى يكفلها الدستور والقانون، جريمة لا تسقط الدعوى الجنائية ولا المدنية الناشئة عنها بالتقادم، وللمضرور إقامة الدعوى الجنائية بالطريق المباشر.
وتكفل الدولة تعويضا عادلا لمن وقع عليه الاعتداء، وللمجلس القومى لحقوق الإنسان إبلاغ النيابة العامة عن أى انتهاك لهذه الحقوق، وله أن يتدخل فى الدعوى المدنية منضماً إلى المضرور بناء على طلبه، وذلك كله على الوجه المبين بالقانون.",الباب الرابع: سيادة القانون,
4,1,100,"الباب الرابع: سيادة القانون

مادة (١٠٠)
تصدر الأحكام وتنفذ باسم الشعب، وتكفل الدولة وسائل تنفيذها على النحو الذى ينظمه القانون.
ويكون الامتناع عن تنفيذها أو تعطيل تنفيذها من جانب الموظفين العموميين المختصين، جريمة يعاقب عليها القانون، وللمحكوم له فى هذه الحالة حق رفع الدعوى الجنائية مباشرة إلى المحكمة المختصة. وعلى النيابة العامة بناءً على طلب المحكوم له، تحريك الدعوى الجنائية ضد الموظف الممتنع عن تنفيذ الحكم أو المتسبب فى تعطيله.",الباب الرابع: سيادة القانون,
5,1,101," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠١) 
  يتولى مجلس النواب سلطة التشريع، وإقرار السياسة العامة للدولة، والخطة العامة للتنمية الاقتصادية، والاجتماعية، والموازنة العامة للدولة، ويمارس الرقابة على أعمال السلطة التنفيذية، وذلك كله على النحو المبين فى الدستور.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,102," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٢) (١)
يُشكل مجلس النواب من عدد لا يقل عن أربعمائة وخمسين عضوا، يُنتخبون بالاقتراع العام السرى المباشر، على أن يُخصص للمرأة ما لا يقل عن ربع إجمالى عدد المقاعد.
ويشترط فى المترشح لعضوية المجلس أن يكون مصرياً، متمتعا بحقوقه المدنية والسياسية، حاصلاً على شهادة إتمام التعليم الأساسى على الأقل، وألا تقل سنه يوم فتح باب الترشح عن خمس وعشرين سنة ميلادية.
ويُبين القانون شروط الترشح الأخرى، ونظام الانتخاب، وتقسيم الدوائر الانتخابية، بما يراعى التمثيل العادل للسكان، والمحافظات، ويجوز الأخذ بالنظام الانتخابى الفردى أو القائمة أو الجمع بأى نسبة بينهما.
كما يجوز لرئيس الجمهورية تعيين عدد من الأعضاء فى مجلس النواب لا يزيد على ٥٪ ويحدد القانون كيفية ترشيحهم.

(١) الفقرتان الأولى، والثالثة مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,103," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٣)
يتفرغ عضو مجلس النواب لمهام العضوية، ويحتفظ له بوظيفته أو عمله وفقاً للقانون.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,104," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٤)
يشترط أن يؤدى العضو أمام مجلس النواب، قبل أن يباشر عمله، اليمين الآتية ""أقسم بالله العظيم أن أحافظ مخلصا على النظام الجمهورى، وأن أحترم الدستور والقانون، وأن أرعى مصالح الشعب رعاية كاملة، وأن أحافظ على استقلال الوطن ووحدة وسلامة أراضيه"".", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,105," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٥)
يتقاضى العضو مكافأة يحددها القانون، وإذا جرى تعديل المكافأة، لا ينفذ التعديل إلا بدءاً من الفصل التشريعى التالى للفصل الذى تقرر فيه.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,106," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٦)
مدة عضوية مجلس النواب خمس سنوات ميلادية، تبدأ من تاريخ أول اجتماع له.
ويجرى انتخاب المجلس الجديد خلال الستين يوماً السابقة على انتهاء مدته.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,107," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٧)
تختص محكمة النقض بالفصل فى صحة عضوية أعضاء مجلس النواب، وتقدم إليها الطعون خلال مدة لا تجاوز ثلاثين يوماً من تاريخ إعلان النتيجة النهائية للانتخاب، وتفصل فى الطعن خلال ستين يوماً من تاريخ وروده إليها.
وفى حالة الحكم ببطلان العضوية، تبطل من تاريخ إبلاغ المجلس بالحكم.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,108," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٨)
إذا خلا مكان عضو مجلس النواب، قبل انتهاء مدته بستة أشهر على الأقل، وجب شغل مكانه طبقاً للقانون، خلال ستين يوماً من تاريخ تقرير المجلس خلو المكان.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,109," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١٠٩)
لا يجوز لعضو المجلس طوال مدة العضوية، أن يشترى، أو يستأجر، بالذات أو بالواسطة، شيئًا من أموال الدولة، أو أى من أشخاص القانون العام أو شركات القطاع العام، أو قطاع الأعمال العام، ولا يؤجرها أو يبيعها شيئًا من أمواله، أو يقايضها عليه، ولا يبرم معها عقد التزام، أو توريد، أو مقاولة، أو غيرها، ويقع باطلاً أى من هذه التصرفات.
ويتعين على العضو تقديم إقرار ذمة مالية، عند شغل العضوية، وعند تركها، وفى نهاية كل عام.
وإذا تلقى هدية نقدية أو عينية، بسبب العضوية أو بمناسبتها، تؤول ملكيتها إلى الخزانة العامة للدولة.
وكل ذلك على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,110," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١١٠)
لا يجوز إسقاط عضوية أحد الأعضاء إلا إذا فقد الثقة والاعتبار، أو فقد أحد شروط العضوية التى انتخب على أساسها، أو أخل بواجباتها.
ويجب أن يصدر قرار إسقاط العضوية من مجلس النواب بأغلبية ثلثى أعضائه.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,111," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١١١)
يقبل مجلس النواب استقالة أعضائه، ويجب أن تقدم مكتوبة، ويشترط لقبولها ألا يكون المجلس قد بدأ فى اتخاذ إجراءات إسقاط العضوية ضد العضو.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
5,1,112," الباب الخامس: نظام الحكم
الفصل الأول
السلطة التشريعية (مجلس النواب)
مادة (١١٢)
لا يسأل عضو مجلس النواب عما يبديه من آراء تتعلق بأداء أعماله فى المجلس أو فى لجانه.", الباب الخامس: نظام الحكم,"الفصل الأول
السلطة التشريعية (مجلس النواب)"
